routing,office_code,fbr,record_type,change_date,new_routing,name,address,city,state,zip,zip_ext,area_code,prefix,suffix,status_code,master_state
221277308,O,021001208,1,100407,000000000,NEWARK FIREMEN FCU,P O BOX 5086,NEWARK,NJ,07105,0000,973,589,7199,1,
221277324,O,021001208,1,082407,000000000,NEWARK POLICE FEDERAL C.U.,ROOM 306,NEWARK,NJ,07104,0000,973,483,6857,1,
221277337,O,021001208,1,052708,000000000,NEWARK POST OFFICE EMPLOYEE C.U.,2 FEDERAL SQUARE,NEWARK,NJ,07102,0000,973,621,7553,1,
221277379,O,021001208,1,031110,000000000,NEWARK BOARD OF EDUCATION EMPL C.U.,195 NORMAN RD,NEWARK,NJ,07106,0064,973,375,7011,1,
221277476,O,021001208,2,072711,221275025,NORTH JERSEY FEDERAL C.U.,P.O. BOX 379,TOTOWA,NJ,07511,0000,973,785,9200,1,
221277599,O,021001208,1,031710,000000000,PROPONENT FEDERAL CREDIT UNION,536 WASHINGTON AVENUE,NUTLEY,NJ,07110,0000,800,457,8058,1,
221277735,O,021001208,1,083107,000000000,PARLIN DUPONT EMPLOYEES F.C.U.,774 WASHINGTON ROAD,PARLIN,NJ,08859,0000,732,254,7573,1,
221277748,O,021001208,1,032613,000000000,PASSAIC POSTAL EMP C.U.,PO BOX 1685,PASSAIC,NJ,07055,0000,973,473,1164,1,
221277764,O,021001208,1,091916,000000000,NOVA VA FCU,851 ALLWOOD ROAD,CLIFTON,NJ,07012,0000,973,471,0700,1,
221277777,O,021001208,1,041505,000000000,FIRST JERSEY CREDIT UNION,ONE CORPORATE DRIVE,WAYNE,NJ,07470,0000,973,305,8889,1,
221277816,O,021001208,1,060112,000000000,UNION BUILDING TRADES FCU,205 CHERRY HILL ROAD,PARSIPPANY,NJ,07054,0000,973,263,0001,1,
221277971,O,021001208,1,050113,000000000,UNITED POLES PERTH AMBOY F.C.U.,412 NEW BRUNSWICK AVE,PERTH AMBOY,NJ,08861,0000,800,333,7713,1,
221277997,O,021001208,1,080812,000000000,BAKER FEDERAL CREDIT UNION,501 BALTIMORE STREET,PHILLIPSBURG,NJ,08865,2748,908,859,2340,1,
221278035,O,021001208,1,032013,000000000,IRCO COMMUNITY FCU,450 HILLCREST BOULEVARD,PHILLIPSBURG,NJ,08865,0000,908,859,1811,1,
221278129,O,021001208,1,032612,000000000,CENTRAL JERSEY FEDERAL CREDIT UNION,380 BERRY STREET,WOODBRIDGE,NJ,07095,0000,732,634,0600,1,
221278158,O,021001208,1,031610,000000000,PLAINFIELD CU,P.O. BOX 1363,PLAINFIELD,NJ,07061,0000,908,754,4097,1,
221278174,O,021001208,1,041502,000000000,SOUTHERN MIDDLESEX CTY TEACHERS FCU,39 BRUNSWICK WOODS DRIVE,EAST BRUNSWICK,NJ,08816,5601,732,238,8662,1,
221278213,O,021001208,1,042994,000000000,MERCK EMPLOYEES F.C.U.,126 EAST LINCOLN AVE,RAHWAY,NJ,07065,0000,908,594,5535,1,
221278271,O,021001208,1,071414,000000000,H E TELEPHONE FEDERAL CU,SUITE 304,ROCHELLE PARK,NJ,07662,0000,201,845,6876,1,
221278307,O,021001208,1,090508,000000000,COUNTY EDUCATORS FCU,16 LINCOLN AVE E,ROSELLE PARK,NJ,07204,0000,908,245,0173,1,
221278323,O,021001208,1,040114,000000000,RUTHERFORD POSTAL EMPL F.C.U.,P.O. BOX 196,LAKEWOOD,NJ,08701,0000,732,987,6533,1,
221278420,O,021001208,1,090415,000000000,FINANCIAL RESOURCES F.C.U.,PO BOX 6999,BRIDGEWATER,NJ,08807,0000,908,253,6464,1,
221278446,O,031000040,2,012017,231278177,PRIME FEDERAL CREDIT UNION,1130 RTE 202 SUITE B4,RARITAN,NJ,08869,0000,908,704,9009,1,
221278488,O,021001208,1,041013,000000000,RARITAN BAY FCU,491 RARITAN STREET,SAYREVILLE,NJ,08872,0000,732,727,3500,1,
221278556,O,021001208,1,010912,000000000,NOVARTIS F.C.U.,1245 RIDGEDALE AVE,EAST HANOVER,NJ,07936,0000,973,947,1000,1,
221278608,O,021001208,1,032409,000000000,TEANECK FEDERAL CREDIT UNION,100 ELIZABETH AVENUE,TEANECK,NJ,07666,0000,201,837,1316,1,
221278721,O,021001208,1,091514,000000000,NEW YORK COMMUNITY BANK,102 DUFFY AVENUE,HICKSVILLE,NY,11801,0000,516,500,6310,1,
221278747,O,021001208,1,063017,000000000,UNITED TELETECH F.C.U.,205 HANCE AVENUE,TINTON FALLS,NJ,07724,0000,732,530,8100,1,
221278938,O,021001208,1,041309,000000000,WEST ORANGE MUNICIPAL F.C.U.,342 MAIN STREET,WEST ORANGE,NJ,07052,0000,973,736,1929,1,
221278954,O,021001208,1,032612,000000000,GARDEN SAVINGS FEDERAL CREDIT UNION,129 LITTLETON ROAD,PARSIPPANY,NJ,07054,0000,973,576,2066,1,
221279021,O,021001208,1,100112,000000000,PINNACLE FEDERAL CREDIT UNION,135 RARITAN CTR. PKWY,EDISON,NJ,08837,0000,732,225,1505,1,
221283091,O,021001208,1,060908,000000000,BARD EMPLOYEES F.C.U.,111 SPRING ST,MURRAY HILL,NJ,07974,0000,908,277,8130,1,
221283130,O,021001208,1,060117,000000000,UNIFY FINANCIAL FEDERAL CREDIT UNION,14500 AVIATION BOULEVARD,HAWTHORNE,CA,90250,0000,877,254,9328,1,
221375174,O,021001208,1,042304,000000000,DANNEMORA FCU,APARTMENT 2,DANNEMORA,NY,12929,0000,518,492,2536,1,
221283347,O,021001208,1,011398,000000000,"LUSITANIA SAVINGS BANK,FSB",107 PULASKI STREET,NEWARK,NJ,07105,0000,973,344,5125,1,
221283402,O,021001208,1,030397,000000000,UNITED INVESTORS FCU,16 W. ELIZABETH AVENUE,LINDEN,NJ,07036,0000,908,862,5566,1,
221283428,O,021001208,1,091207,000000000,NEW COMMUNITY F.C.U.,274 SOUTH ORANGE AVENUE,NEWARK,NJ,07103,0000,973,621,2363,1,
221283444,O,021001208,1,051308,000000000,PICATINNY FEDERAL CREDIT UNION,100 MINERAL SPRINGS DRIVE,DOVER,NJ,07801,0000,973,361,5225,1,
221283457,O,021001208,1,082807,000000000,DOW JONES EMPLOYEES F.C.U.,P O BOX 300,PRINCETON,NJ,08543,0300,609,520,5814,1,
221283512,O,021001208,1,031309,000000000,AFFINITY FEDERAL CREDIT UNION,P O BOX 621,BASKING RIDGE,NJ,07920,0000,908,860,3931,1,
221370030,O,021001208,1,040315,000000000,CITIZENS BANK NA,ROP440,RIVERSIDE,RI,02915,0000,800,883,4224,1,
221370108,O,021001208,1,113007,000000000,M & T BANK,SECOND DRIVE,BUFFALO,NY,14228,0000,800,724,2240,1,
221370399,O,021001208,1,042214,000000000,"ELMIRA SAVINGS BANK, FSB",333 EAST WATER STREET,ELMIRA,NY,14901,0000,607,737,2589,1,
221370467,O,021001208,1,040111,000000000,THE BANK OF GREENE COUNTY,288 MAIN STREET,CATSKILL,NY,12414,0000,518,943,0742,1,
221370496,O,021001208,1,042004,000000000,FULTON SAVINGS BANK,75 SOUTH FIRST STREET,FULTON,NY,13069,0000,315,592,8312,1,
221370616,O,021001208,1,101116,000000000,KEYBANK NATIONAL ASSOCIATION,NY-31-17-0119,ALBANY,NY,12211,0000,800,539,2968,1,
221370632,O,021001208,1,072996,000000000,MANUFACTURERS & TRADERS TRUST CO.,118 N. TIOGA STREET,ITHACA,NY,14850,0000,607,273,7111,1,
221370878,O,021001208,1,020116,000000000,"COMMUNITY BANK, NA",1 TALLMAN D,CANTON,NY,13617,0000,315,379,4545,1,
221370894,O,021001208,1,122299,000000000,PATHFINDER BANK,214 WEST FIRST STREET,OSWEGO,NY,13126,0000,315,343,0057,1,
221370904,O,021001208,1,040714,000000000,NBT BANK NA,51 SOUTH BROAD ST,NORWICH,NY,13815,0000,800,628,2265,1,
221371071,O,021001208,1,052311,000000000,BERKSHIRE BANK,24 NORTH STREET,PITTSFIELD,MA,01201,0000,800,773,5601,1,
221371123,O,021001208,1,041114,000000000,THE NORTH COUNTRY SAVINGS BANK,127 MAIN ST,CANTON,NY,13617,0000,315,386,4533,1,
221371165,O,021001208,1,113007,000000000,M & T BANK,SECOND FLOOR,AMHERST,NY,14228,0000,800,724,2240,1,
221371194,O,021001208,1,032714,000000000,GENERATIONS BANK,20 EAST BAYARD ST,SENECA FALLS,NY,13148,0000,315,568,5855,1,
221371246,O,021001208,1,072505,000000000,"BANK OF AMERICA, N.A.",VA2-430-01-01,RICHMOND,VA,23261,7025,800,446,0135,1,
221371356,O,021001208,1,031209,000000000,WATERTOWN SAVINGS BANK,111 CLINTON STREET,WATERTOWN,NY,13601,0000,315,222,7238,1,
221371372,O,021001208,1,120216,000000000,PIONEER SAVINGS BANK,652 ALBANY SHAKER ROAD,ALBANY,NY,12211,0000,518,274,4800,1,
221371424,O,021001208,1,032609,000000000,TRUSTCO BANK,320 STATE STREET,SCHENECTADY,NY,12305,0000,518,381,3639,1,
221371534,O,021001208,1,032609,000000000,TRUSTCO BANK,320 STATE STREET,SCHENECTADY,NY,12305,0000,518,381,3639,1,
221371550,O,021001208,1,041114,000000000,NORTH COUNTRY SAVINGS BANK,127 MAIN ST,CANTON,NY,13617,0000,315,386,4533,1,
221371563,O,021001208,1,041014,000000000,CARTHAGE FEDERAL S L ASSOC,313 STATE STREET,CARTHAGE,NY,13619,0000,315,493,3480,1,
221371589,O,021001208,1,040714,000000000,NBT BANK,51 SOUTH BROAD ST,NORWICH,NY,13815,0000,800,628,2265,1,
221371592,O,021001208,1,040413,000000000,GOUVERNEUR SAVINGS & LOAN ASSOC.,P.O. BOX 297,GOUVERNEUR,NY,13642,0000,315,287,2600,1,
221371628,O,021001208,1,081999,000000000,MASSENA SAVINGS & LOAN,255 MAIN ST.,MASSENA,NY,13662,1904,315,764,0541,1,
221371644,O,021001208,1,041014,000000000,"COMMUNITY BANK, NA",1 TALLMAN RD,CANTON,NY,13617,0000,315,379,4545,1,
221371709,O,021001208,1,042304,000000000,ADIRONDACK BANK,7TH FLOOR,UTICA,NY,13501,0000,877,404,2265,1,
221371741,O,021001208,1,041114,000000000,GEDDES FEDERAL SAVINGS & LOAN,2208 W. GENESEE ST.,SYRACUSE,NY,13219,0000,315,468,6281,1,
221371770,O,021001208,1,032212,000000000,SENECA FED. S&L ASN,35 OSWEGO ST,BALDWINSVILLE,NY,13027,0000,315,638,0233,1,
221371822,O,021001208,1,031609,000000000,"HSBC BANK, USA",EAST PLAZA,BUFFALO,NY,14203,0000,877,472,2249,1,
221372274,O,021001208,1,041014,000000000,"COMMUNITY BANK, N.A.",1 TALLMAN RD,CANTON,NY,13617,0000,315,379,4545,1,
221373202,O,021001208,1,090407,000000000,ALBANY FIREMEN'S FCU,532 CENTRAL AVE,ALBANY,NY,12206,0000,518,453,9748,1,
221373273,O,021001208,1,031110,000000000,CAPITAL COMMUNICATIONS F.C.U.,18 COMPUTER DRIVE EAST,ALBANY,NY,12205,1607,518,458,2195,1,
221373338,O,021001208,1,031609,000000000,COMMUNITY RESOURCE FCU,20 WADE ROAD,LATHAM,NY,12110,0000,518,783,2211,1,
221373383,O,021001208,1,032410,000000000,STATE EMPLOYEES FEDERAL CREDIT UNION,700 PATROON CREEK BLVD,ALBANY,NY,12206,0000,518,452,8183,1,
221373422,O,021001208,1,010901,000000000,MCT FEDERAL CREDIT UNION,39 MARKET STREET,AMSTERDAM,NY,12010,0000,518,842,1840,1,
221373451,O,021001208,1,032113,000000000,AUBURN COMMUNITY FEDERAL CR UN,P.O. BOX 867,AUBURN,NY,13021,0000,315,253,2934,1,
221373707,O,021001208,1,032813,000000000,GHS FEDERAL CREDIT UNION,910 FRONT STREET,BINGHAMTON,NY,13905,0000,607,472,2813,1,
221373710,O,021001208,1,010901,000000000,HORIZONS FEDERAL CREDIT UNION,120 MAIN STREET,BINGHAMTON,NY,13905,0000,607,724,5876,1,
221373736,O,021001208,1,042414,000000000,VISIONS FEDERAL CREDIT UNION,24 MCKINLEY AVE.,ENDICOTT,NY,13760,0000,607,786,2000,1,
221374175,O,021001208,1,031110,000000000,CAPITAL COMMUNICATIONS FCU,18 COMPUTER DRIVE EAST,ALBANY,NY,12205,1607,518,458,2195,1,
221374984,O,021001208,1,073107,000000000,TCT FEDERAL CREDIT UNION,416 ROWLAND ST,BALLSTON SPA,NY,12020,0000,518,884,7002,1,
221375093,O,021001208,1,031110,000000000,CAPITAL COMMUNICATIONS FCU,18 COMPUTER DRIVE EAST,ALBANY,NY,12205,1607,518,458,2195,1,
221375116,O,021001208,1,032614,000000000,GREAT MEADOW F.C.U.,11627 ST RT 22,COMSTOCK,NY,12821,0000,518,639,8655,1,
221375132,O,021001208,1,081613,000000000,HUDSON RIVER COMMUNITY CU,ONE THIRD ST,CORINTH,NY,12822,0000,518,654,9028,1,
221375200,O,021001208,1,040513,000000000,UNITED NEIGHBORS FCU,PO BOX 216,DEFERIET,NY,13628,0216,315,493,6203,1,
221375226,O,021001208,1,040513,000000000,UNITED NEIGHBORS FCU,72 RIVERSIDE DRIVE,DEFERIET,NY,13628,0000,315,493,6203,1,
221375378,O,021001208,1,042314,000000000,VISIONS FEDERAL CREDIT UNION,24 MCKINLEY AVE.,ENDICOTT,NY,13760,0000,607,786,2000,1,
221375543,O,021001208,1,052708,000000000,CHEN-DEL-O  FEDERAL CREDIT UNION,114 MAIN STREET,FRANKLIN,NY,13775,0000,607,829,3560,1,
221375569,O,021001208,1,080116,000000000,COMPASS FCU,P O BOX 5160,OSWEGO,NY,13126,0000,315,342,5300,1,
221375682,O,021001208,1,091807,000000000,COOPERS CAVE FCU,92 DIX AVENUE,GLENS FALLS,NY,12801,0000,518,793,9502,1,
221375695,O,021001208,1,031910,000000000,PARKS HERITAGE FEDERAL CREDIT UNION,5 MURRAY STREET,GLENS FALLS,NY,12801,0000,518,926,4700,1,
221375721,O,021001208,1,010610,000000000,NMP NORTHERN AREA FCU,20 SARATOGA AVENUE,SOUTH GLENS FALLS,NY,12803,0000,518,761,7042,1,
221375802,O,021001208,1,052703,000000000,AMERICU,1916 BLACK RIVER BLVD.,ROME,NY,13440,0000,315,356,3226,1,
221375925,O,021001208,1,090607,000000000,HOOSICK FCU,PO BOX 171,HOOSICK FALLS,NY,12090,0000,518,686,4504,1,
221375941,O,021001208,1,082307,000000000,HOOSICK FEDERAL CREDIT UNION,PO BOX 171,HOOSICK FALLS,NY,12090,0000,518,686,4504,1,
221376005,O,021001208,1,083007,000000000,REMINGTON FCU,P.O. BOX 388,ILION,NY,13357,0000,315,894,9924,1,
221376186,O,021001208,1,062314,000000000,FIRST CHOICE FINANCIAL FCU,PO BOX 232,GLOVERSVILLE,NY,12078,0000,518,725,3191,1,
221376199,O,021001208,1,031412,000000000,UPSTATE TELCO FCU,137 HARRISON STREET,GLOVERSVILLE,NY,12078,4820,518,773,6548,1,
221376296,O,021001208,1,032113,000000000,EDGE FCU,7545 MORGAN ROAD,LIVERPOOL,NY,13090,0000,315,451,0105,1,
221376429,O,021001208,1,031009,000000000,NORTH FRANKLIN FCU,494 EAST MAIN STREET,MALONE,NY,12953,0000,518,483,8668,1,
221376539,O,021001208,1,041114,000000000,SEACOMM FED C U,30 STEARNS STREET,MASSENA,NY,13662,0000,315,764,0566,1,
221376542,O,021001208,1,053003,000000000,TWIN RIVERS FEDERAL CREDIT UNION,23 PHILLIPS ST,MASSENA,NY,13662,0000,315,764,0240,1,
221376872,O,021001208,1,031009,000000000,SYRACUSE FIRE DEP EMPLOYEE FCU,211 WILKINSON ST.,SYRACUSE,NY,13204,0000,315,471,4621,1,
221376911,O,021001208,1,082307,000000000,SPECIAL METALS FEDERAL CREDIT UNION,4317 MIDDLE SETTLEMENT RD.,NEW HARTFORD,NY,13413,0000,315,797,3575,1,
221376924,O,021001208,1,031194,000000000,UTICA DIST TELEPHONE EMPLOYEES FCU,2812 GENESEE STREET,UTICA,NY,13502,0000,315,724,5133,1,
221376937,O,021001208,1,080812,000000000,UTICA GAS & ELECTRIC EMPL. FCU,215 OLD CAMPION RD,NEW HARTFORD,NY,13413,0000,315,733,1596,1,
221378838,O,021001208,1,010612,000000000,NORWICH TELOPS F.C.U.,11 EAST PARK PLACE,NORWICH,NY,13815,0000,607,336,4912,1,
221378896,O,021001208,1,031809,000000000,ED-MED FEDERAL CREDIT UNION,601 FORD STREET,OGDENSBURG,NY,13669,0000,315,393,2873,1,
221378906,O,021001208,1,040413,000000000,ST LAWRENCE F.C.U.,800 COMMERCE PARK DR,OGDENSBURG,NY,13669,0000,315,393,3530,1,
221378993,O,021001208,1,010912,000000000,COMPASS FEDERAL CREDIT UNION,PO BOX 5160,OSWEGO,NY,13126,0000,315,342,5300,1,
221379060,O,021001208,1,041307,000000000,OSWEGO TEACHERS EMP FCU,113 WEST ALBANY STREET,OSWEGO,NY,13126,2410,315,342,4574,1,
221379125,O,021001208,1,041714,000000000,PERU FEDERAL CREDIT UNION,22 DAVEY DR,PERU,NY,12972,0000,518,643,9915,1,
221379235,O,021001208,1,011316,000000000,PLATTSBURGH CITY SCHOOL DISTRICT FCU,49 BROAD STREET,PLATTSBURGH,NY,12901,0000,518,561,4510,1,
221379248,O,021001208,1,070317,000000000,UFIRST FCU,274 RUGAR STREET,PLATTSBURGH,NY,12901,0000,518,324,5700,1,
221379251,O,021001208,1,113016,000000000,UFIRST FCU,274 RUGAR STREET,PLATTSBURGH,NY,12901,0000,518,324,5700,1,
221379536,O,021001208,1,032013,000000000,ROME FEDERAL CREDIT UNION,937 SENECA STREET,ROME,NY,13440,0000,315,356,0563,1,
221379581,O,021001208,1,092999,000000000,ROME TEACHERS FCU,924 TURIN STREET,ROME,NY,13440,0000,315,336,7810,1,
221379659,O,021001208,1,033012,000000000,SARATOGA'S COMMUNITY FCU,23 DIVISION STREET,SARATOGA SPRINGS,NY,12866,0000,518,583,2323,1,
221379688,O,021001208,1,100407,000000000,CITY OF SCHENECTADY EMP. F.C.U.,ROOM 1,SCHENECTADY,NY,12305,0000,518,346,3007,1,
221379730,O,021001208,1,031810,000000000,STRATTON ANG F.C.U.,AIR NATIONAL GUARD ROAD,SCOTIA,NY,12302,0000,518,372,1254,1,
221379756,O,021001208,1,032613,000000000,MOHAWK PROGRESSIVE F.C.U.,1760 STATE STREET,SCHENECTADY,NY,12304,0000,518,372,0828,1,
221379769,O,021001208,1,040714,000000000,SUNMARK FEDERAL CREDIT UNION,1187 TROY SCHENECTADY RD,LATHAM,NY,12110,0000,518,347,3111,1,
221379785,O,021001208,1,012313,000000000,FIRST NEW YORK FCU,2 WALL STREET,ALBANY,NY,12205,0000,518,393,1326,1,
221379808,O,021001208,1,090407,000000000,SCHENECTADY COUNTY EMPLOYEES FCU,388 BROADWAY  SUITE B,SCHENECTADY,NY,12305,0000,518,374,3830,1,
221379824,O,021001208,1,040714,000000000,SUNMARK FCU,1187 TROY SCHENECTADY RD,LATHAM,NY,12110,0000,518,347,3111,1,
221379895,O,021001208,1,010912,000000000,ACCESS FEDERAL CREDIT UNION,6 FRANKLIN AVE,CLINTON,NY,13323,0000,315,693,2002,1,
221379905,O,021001208,1,060308,000000000,SIDNEY FCU,42 UNION STREET,SIDNEY,NY,13838,0000,877,642,7328,1,
221379918,O,021001208,1,073092,000000000,ACMG FEDERAL CREDIT UNION,1753 MILTON AVENUE,SOLVAY,NY,13209,1601,315,488,4433,1,
221380075,O,021001208,1,050613,000000000,COUNTRYSIDE FED. CREDIT UNION,5720 COMMONS PARK DR.,E. SYRACUSE,NY,13057,0000,315,445,2300,1,
221380114,O,021001208,1,031813,000000000,BERKSHIRE BANK,99 NORTH STREET,PITTSFIELD,MA,01201,0000,800,773,5601,1,
221380127,O,021001208,1,081213,000000000,EMPOWER FCU,1 MEMBER WAY,SYRACUSE,NY,13212,0000,315,477,2200,1,
221380143,O,021001208,1,101507,000000000,CROUSE HINDS EMPLOYEES F.C.U.,PO BX 4999,SYRACUSE,NY,13221,0000,315,477,5384,1,
221380172,O,021001208,1,011310,000000000,CORE FEDERAL CREDIT UNION,7200 KIRKVILLE ROAD,EAST SYRACUSE,NY,13057,0000,315,656,8220,1,
221380347,O,021001208,2,032714,221380127,EMPOWER FEDERAL CREDIT UNION,1 MEMBER WAY,SYRACUSE,NY,13212,0000,315,477,2200,1,
221380363,O,021001208,2,033110,222382315,THE SUMMIT FEDERAL C.U.,100 MARINA DR.,ROCHESTER,NY,14626,0000,585,453,7064,1,
221380376,O,021001208,1,041614,000000000,SYRACUSE POSTAL CU,P O BOX 2071,SYRACUSE,NY,13220,0000,315,458,5550,1,
221380392,O,021001208,2,033110,222382315,THE SUMMIT FEDERAL C.U.,100 MARINA DRIVE,ROCHESTER,NY,14626,0000,585,453,7064,1,
221380457,O,021001208,1,060403,000000000,TICONDEROGA FCU,1178 NYS RTE 9 N,TICONDEROGA,NY,12883,0030,518,585,6725,1,
221380460,O,021001208,1,031309,000000000,NIMO TROY FEDERAL CREDIT UNION,235 OAKWOOD AVENUE EXTENSION,"TROY,",NY,12182,0000,518,270,3400,1,
221380473,O,021001208,1,040209,000000000,NORTON TROY EMPLOYEES CREDIT UNION,2600 10TH AVE,WATERVLIET,NY,12189,0000,518,266,2481,1,
221380486,O,021001208,1,032212,000000000,POSTAL EMPLOYEES OF TROY NY FCU,400 BROADWAY,TROY,NY,12180,0000,518,273,1960,1,
221380570,O,021001208,1,041505,000000000,ADIRONDACK REGIONAL FCU,280 PARK STREET,TUPPER LAKE,NY,12986,0000,518,359,2921,1,
221380651,O,021001208,1,080207,000000000,MOHAWK VALLEY FCU,207 GENESEE STREET,UTICA,NY,13501,0000,315,793,2694,1,
221380677,O,021001208,1,072307,000000000,ONEIDA COUNTY FEDERAL CREDIT UNION,800 PARK AVENUE,UTICA,NY,13501,0000,315,798,5503,1,
221380716,O,021001208,1,080107,000000000,UMICO FEDERAL CREDIT UNION,180 GENESEE ST,NEW HARTFORD,NY,13413,0000,315,734,2139,1,
221380761,O,021001208,1,081407,000000000,GPO FEDERAL CREDIT UNION,4311 MIDDLE SETTLEMENT ROAD,"NEW HARTFORD,",NY,13413,0000,315,724,1654,1,
221380787,O,021001208,1,032814,000000000,GPO FEDERAL CREDIT UNION,4311 MIDDLE SETTLEMENT ROAD,"NEW HARTFORD,",NY,13413,0000,315,724,1654,1,
221380790,O,021001208,1,072399,000000000,FIRST SOURCE FEDERAL CREDIT UNION,4451 COMMERCIAL DRIVE,NEW HARTFORD,NY,13413,0000,315,735,8571,1,
221380826,O,021001208,1,031611,000000000,COXSACKIE CORR EMP FCU,11260 STATE ROUTE 9W,COXSACKIE,NY,12051,0000,518,731,6004,1,
221380842,O,021001208,1,092507,000000000,WESTAR FEDERAL CREDIT UNION,PO BOX 60,CAMILLUS,NY,13031,0060,315,672,7827,1,
221380868,O,021001208,1,031110,000000000,CAPITAL COMMUNICATIONS FCU,18 COMPUTER DRIVE EAST,ALBANY,NY,12205,1607,518,458,2195,1,
221380936,O,021001208,1,052703,000000000,NORTHERN FEDERAL CREDIT UNION,120 FACTORY ST.,WATERTOWN,NY,13601,1958,315,782,0155,1,
221380949,O,021001208,1,082907,000000000,STATE CS EMPLOYEES FCU,317 WASHINGTON STREET,WATERTOWN,NY,13601,0000,315,785,2400,1,
221381003,O,021001208,1,032510,000000000,FINGER LAKES HEALTH CARE F.C.U.,519 HART ST.,ELMIRA,NY,14905,0000,607,733,1304,1,
221381304,O,021001208,1,041907,000000000,SECNY FCU,4727 W SENECA TURNPIKE,SYRACUSE,NY,13215,0040,315,469,5599,1,
221381456,O,021001208,1,073107,000000000,SOLUTIONS FCU,907 BROADWAY,ELMIRA,NY,14904,0000,607,734,7144,1,
221381498,O,021001208,2,031110,222381882,FIRST HERITAGE FEDERAL CREDIT UNION,SUITE 101,PAINTED POST,NY,14870,0000,607,936,4667,1,
221381540,O,021001208,1,040414,000000000,CFCU COMMUNITY CREDIT UNION,1030 CRAFT ROAD,ITHACA,NY,14850,0000,607,257,8500,1,
221381715,O,021001208,1,032814,000000000,ALLOYA CORPORATE FCU,4450 WEAVER PKWY,WARRENVILLE,IL,60555,0000,630,276,2716,1,
221381867,O,021001208,1,041709,000000000,ALTERNATIVE FED CRED UNION,125 N. FULTON ST,ITHACA,NY,14850,0000,607,273,4611,1,
221381919,O,021001208,1,032614,000000000,TOMPKINS EMPL FCU,SUITE 1B,ITHACA,NY,14850,0000,607,272,8567,1,
221381935,O,021001208,1,043009,000000000,SYRACUSE COOPERATIVE F.C.U.,723 WESTCOTT STREET,SYRACUSE,NY,13210,0000,315,473,0205,1,
221382031,O,021001208,1,031110,000000000,MONEY FCU,AXA TOWER 1,SYRACUSE,NY,13202,0000,315,671,4002,1,
221382167,O,021001208,1,082707,000000000,LEATHERSTOCKING REGION FCU,24 GLEN AVENUE,"COOPERSTOWN,",NY,13326,0000,607,547,5700,1,
221382358,O,021001208,1,041709,000000000,SCHOOL SYSTEMS FEDERAL CREDIT UNION,150 DEFREEST DRIVE,TROY,NY,12180,8361,518,286,1611,1,
221382361,O,021001208,1,041614,000000000,TRI-LAKES FEDERAL CREDIT UNION,197 BROADWAY,SARANAC LAKE,NY,12983,0000,518,891,1666,1,
221382439,O,021001208,1,082907,000000000,PRICE CHOPPER EFCU,404 PRINCETOWN RD.,SCHENECTADY,NY,12306,0000,518,355,8280,1,
221382468,O,021001208,1,031010,000000000,COLUMBIA-GREENE FCU,207 A GREEN ST.,HUDSON,NY,12534,0000,518,828,5216,1,
221382471,O,021001208,1,041508,000000000,HEALTH EMPL FEDERAL CREDIT UNION,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,0000,518,262,3090,1,
221471094,O,021001208,1,091514,000000000,NEW YORK COMMUNITY BANK,102 DUFFY AVENUE,HICKSVILLE,NY,11801,0000,516,500,6310,1,
221471104,O,021001208,1,091514,000000000,NEW YORK COMMUNITY BANK,102 DUFFY AVENUE,HICKSVILLE,NY,11801,0000,516,500,6310,1,
221471227,O,021001208,1,102811,000000000,"CAPITAL ONE, N.A.",P.O. BOX 85139,RICHMOND,VA,23238,0000,866,561,2580,1,
221471324,O,021001208,1,102811,000000000,"CAPITAL ONE, N.A.",P.O. BOX 85139,RICHMOND,VA,23238,0000,866,561,2580,1,
221471858,O,021001208,1,102811,000000000,"CAPITAL ONE, N.A.",P.O. BOX 85139,RICHMOND,VA,23238,0000,866,561,2580,1,
221471861,O,021001208,1,072114,000000000,ASTORIA BANK,ONE ASTORIA BANK PLAZA,LAKE SUCCESS,NY,11042,1085,516,327,7997,1,
221471971,O,021001208,1,102811,000000000,"CAPITAL ONE, N.A.",P.O. BOX 85139,RICHMOND,VA,23238,0000,866,561,2580,1,
221472776,O,021001208,1,102811,000000000,"CAPITAL ONE, N.A.",P.O. BOX 85139,RICHMOND,VA,23238,0000,866,561,2580,1,
221472792,O,021001208,1,061494,000000000,MASPETH FED. SAV & LN. ASSOC.,56-18 69TH STREET,MASPETH,NY,11378,0000,718,335,1300,1,
221472815,O,021001208,1,060414,000000000,ASTORIA BANK,1 ASTORIA FEDERAL PLAZA,LAKE SUCCESS,NY,11042,0000,516,327,7992,1,
221473652,O,021001208,1,100112,000000000,BETHPAGE FEDERAL CREDIT UNION,899 S OYSTER BAY ROAD,BETHPAGE,NY,11714,0000,516,871,8160,1,
221475320,O,021001208,1,032212,000000000,NASSAU FINANCIAL FEDERAL CU,SUITE 250 N,WESTBURY,NY,11590,0000,516,742,4900,1,
221475605,O,021001208,1,031210,000000000,GREATER METRO FCU,SUITE 403,LONG ISLAND CITY,NY,11101,4009,718,361,1002,1,
221475634,O,021001208,1,082012,000000000,U.S. WEATHER BUREAU F.C.U.,SUITE 202,BOHEMIA,NY,11716,0000,631,244,2511,1,
